업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
일반음식점,1980-10-23,이수찹쌀순대,"서울특별시 동작구 동작대로 123 (사당동, 1층)",서울특별시 동작구 사당동 134번지 3호 1층,27.12,02-533-2394,한식
일반음식점,1980-03-15,부일갈비,서울특별시 동작구 흑석로13길 6 (흑석동),서울특별시 동작구 흑석동 169번지 7호,23.25,02-815-6837,한식
일반음식점,1993-11-01,뽕잎사랑샤브샤브,서울특별시 동작구 상도로 166 (상도동),서울특별시 동작구 상도동 183번지 17호,102.43,02-821-4545,한식
일반음식점,1980-04-24,만리장성,서울특별시 동작구 상도로15길 110 (상도동),서울특별시 동작구 상도동 359번지 32호,105.12,02-814-8833,중국식
일반음식점,1980-05-07,다래원,서울특별시 동작구 국사봉길 90 (상도동),서울특별시 동작구 상도동 299번지 1호,11.71,02-821-7094,중국식
일반음식점,1980-07-16,거구장,서울특별시 동작구 흑석로 101-7 (흑석동),서울특별시 동작구 흑석동 184번지 19호,94.82,02-815-4725,한식
일반음식점,1980-11-05,계림(鷄林)닭한마리,서울특별시 동작구 사당로30길 103 (사당동),서울특별시 동작구 사당동 1030번지 9호,83,02-3486-7766,한식
일반음식점,1981-03-27,민속갈비,서울특별시 동작구 노량진로14길 9 (노량진동),서울특별시 동작구 노량진동 58번지 39호,65,02-813-5559,한식
일반음식점,1981-09-07,진미순대,서울특별시 동작구 서달로12가길 5 (흑석동),서울특별시 동작구 흑석동 97번지 22호,20.5,02-0812-0539,정종/대포집/소주방
일반음식점,1980-10-23,이수찹쌀순대,"서울특별시 동작구 동작대로 123 (사당동, 1층)",서울특별시 동작구 사당동 134번지 3호 1층,27.12,02-533-2394,한식
일반음식점,1980-03-15,부일갈비,서울특별시 동작구 흑석로13길 6 (흑석동),서울특별시 동작구 흑석동 169번지 7호,23.25,02-815-6837,한식
일반음식점,1993-11-01,뽕잎사랑샤브샤브,서울특별시 동작구 상도로 166 (상도동),서울특별시 동작구 상도동 183번지 17호,102.43,02-821-4545,한식
일반음식점,1980-04-24,만리장성,서울특별시 동작구 상도로15길 110 (상도동),서울특별시 동작구 상도동 359번지 32호,105.12,02-814-8833,중국식
일반음식점,1980-05-07,다래원,서울특별시 동작구 국사봉길 90 (상도동),서울특별시 동작구 상도동 299번지 1호,11.71,02-821-7094,중국식
일반음식점,1980-07-16,거구장,서울특별시 동작구 흑석로 101-7 (흑석동),서울특별시 동작구 흑석동 184번지 19호,94.82,02-815-4725,한식
일반음식점,1980-11-05,계림(鷄林)닭한마리,서울특별시 동작구 사당로30길 103 (사당동),서울특별시 동작구 사당동 1030번지 9호,83,02-3486-7766,한식
일반음식점,1981-03-27,민속갈비,서울특별시 동작구 노량진로14길 9 (노량진동),서울특별시 동작구 노량진동 58번지 39호,65,02-813-5559,한식
일반음식점,1981-09-07,진미순대,서울특별시 동작구 서달로12가길 5 (흑석동),서울특별시 동작구 흑석동 97번지 22호,20.5,02-0812-0539,정종/대포집/소주방
일반음식점,1981-08-28,등나무집,서울특별시 동작구 대림로 52 (신대방동),서울특별시 동작구 신대방동 687번지 14호,146.88,02-848-8989,한식
일반음식점,1981-10-06,교뽕,서울특별시 동작구 장승배기로27길 13 (노량진동),서울특별시 동작구 노량진동 243번지 15호,24.7,02-814-3130,한식
일반음식점,1982-05-14,예스,서울특별시 동작구 동작대로23길 27 (사당동),서울특별시 동작구 사당동 1006번지 6호,16.4,02-582-9260,한식
일반음식점,1982-05-26,해달비,서울특별시 동작구 서달로14나길 5 (흑석동),서울특별시 동작구 흑석동 50번지 40호,26.65,02-0815-8743,분식
일반음식점,1982-10-12,교촌치킨,"서울특별시 동작구 시흥대로 646, 지상1층 (신대방동)",서울특별시 동작구 신대방동 607번지 28호,72.6,02-846-9992,호프/통닭
일반음식점,1994-01-29,금강산,서울특별시 동작구 동작대로43길 1-1 (동작동),서울특별시 동작구 동작동 102번지 32호,71.55,02-0592-8999,한식
일반음식점,1982-03-03,한일정,,서울특별시 동작구 노량진동 44번지 21호 중앙    5호,149.49,02-0846-1040,한식
일반음식점,1982-11-11,유가네나주곰탕,서울특별시 동작구 동작대로7길 98 (사당동),서울특별시 동작구 사당동 1046번지 38호,97.85,02-0582-0192,한식
일반음식점,1982-12-03,육장장이,서울특별시 동작구 여의대방로24길 137 (대방동),서울특별시 동작구 대방동 407번지 38호,50.4,02-0842-1624,한식
일반음식점,1982-06-10,청진동해장국,서울특별시 동작구 대림로 56 (신대방동),서울특별시 동작구 신대방동 685번지 12호,59.6,02-833-8062,한식
일반음식점,1982-04-20,미주,,서울특별시 동작구 사당동 548번지 6호,31.3,02-0584-1509,한식
일반음식점,1983-06-29,돈낭군 찌개부인,서울특별시 동작구 성대로1길 5 (상도동),서울특별시 동작구 상도동 346번지 15호,30.1,02-0844-2273,한식
일반음식점,1983-06-27,대박,서울특별시 동작구 장승배기로10길 9 (상도동),서울특별시 동작구 상도동 369번지 6호,19.04,02-814-0116,호프/통닭
일반음식점,1983-03-10,짝태&노가리,"서울특별시 동작구 장승배기로27길 9 (노량진동,지하1층-지상1층)",서울특별시 동작구 노량진동 243번지 16호 지하1층-지상1층,101.16,02-813-8081,한식
일반음식점,1983-04-13,전주한방오리,"서울특별시 동작구 사당로 252 (사당동,321-114)",서울특별시 동작구 사당동 318번지 77호 321-114,83,02-6667-5047,한식
일반음식점,1983-04-18,썬스타,서울특별시 동작구 장승배기로10길 18 (상도동),서울특별시 동작구 상도동 179번지 7호,26.52,02-813-5094,호프/통닭
일반음식점,1983-07-08,이모네 실내포차,서울특별시 동작구 사당로16길 7 (사당동),서울특별시 동작구 사당동 318번지 13호,36.58,02-586-9540,정종/대포집/소주방
일반음식점,1983-09-30,흑석동 명당김밥,서울특별시 동작구 현충로 94 (흑석동),서울특별시 동작구 흑석동 6번지 10호,20.25,02-813-7572,분식
일반음식점,1993-10-15,"왕돈까스, 왕냉면","서울특별시 동작구 상도로61가길 2, 지층 (상도동)",서울특별시 동작구 상도동 504번지,154,02-824-5757,한식
일반음식점,1983-11-28,김밥을주문해,서울특별시 동작구 동작대로7길 4 (사당동),서울특별시 동작구 사당동 1030번지 14호,24,02-0583-1469,분식
일반음식점,1983-08-22,타누키돈부리 이수역점,서울특별시 동작구 동작대로27가길 14 (사당동),서울특별시 동작구 사당동 139번지 88호,19.8,02-533-6735,경양식
일반음식점,1983-12-26,우리마을 생선구이,"서울특별시 동작구 여의대방로24길 137 (대방동, 1층)",서울특별시 동작구 대방동 407번지 38호 1층,17.7,02-0815-1947,한식
일반음식점,1984-08-27,용원,서울특별시 동작구 동작대로7길 11 (사당동),서울특별시 동작구 사당동 1031번지 1호,19.9,02-584-4226,한식
일반음식점,1984-10-31,강릉식당,서울특별시 동작구 여의대방로 126 (신대방동),서울특별시 동작구 신대방동 377번지 1호,51.32,02-0821-8981,복어취급
일반음식점,1984-09-26,사과나무,서울특별시 동작구 흑석로9길 7 (흑석동),서울특별시 동작구 흑석동 190번지 35호,28.9,02-815-0305,한식
일반음식점,1984-11-30,왕돈가스왕냉면,"서울특별시 동작구 상도로 170 (상도동, 1층)",서울특별시 동작구 상도동 367번지 4호 1층,31.3,02-0499-5966,한식
일반음식점,1993-10-11,사임당,서울특별시 동작구 등용로14길 60 (노량진동),서울특별시 동작구 노량진동 270번지 2호,245.32,02-833-9661,한식
일반음식점,1984-11-08,엄마밥상,서울특별시 동작구 흑석로13가길 43 (흑석동),서울특별시 동작구 흑석동 190번지 49호,27.12,02-817-0018,분식
일반음식점,1984-03-09,다래식당,서울특별시 동작구 만양로2길 2 (상도동),서울특별시 동작구 상도동 17번지 61호,97.33,02-812-4158,분식
일반음식점,1984-11-08,투고샐러드 중앙대점,서울특별시 동작구 흑석로13가길 43 (흑석동),서울특별시 동작구 흑석동 190번지 49호,26.35,02-815-0827,탕류(보신용)
일반음식점,1984-07-25,해피분식,서울특별시 동작구 장승배기로 65 (상도동),서울특별시 동작구 상도동 181번지 22호,18.74,02-823-0049,분식
일반음식점,1984-05-03,아는포차,서울특별시 동작구 동작대로7길 10 (사당동),서울특별시 동작구 사당동 1030번지 11호,19.6,02-585-1788,정종/대포집/소주방
일반음식점,1984-03-27,원조강릉교동반점,서울특별시 동작구 만양로 94-2 (노량진동),서울특별시 동작구 노량진동 119번지 155호,43.09,02-812-6877,중국식
일반음식점,1984-06-23,마포집,서울특별시 동작구 동작대로27길 6 (사당동),서울특별시 동작구 사당동 133번지 4호,101.6,02-586-2712,한식
일반음식점,1985-11-16,진솔,서울특별시 동작구 노량진로 148-5 (노량진동),서울특별시 동작구 노량진동 72번지 16호,26.1,02-815-9300,한식
일반음식점,1985-11-06,순천식당,서울특별시 동작구 장승배기로10길 9 (상도동),서울특별시 동작구 상도동 369번지 6호,29.81,02-815-2381,한식
일반음식점,1985-04-09,신짱스시,서울특별시 동작구 장승배기로10길 20 (상도동),서울특별시 동작구 상도동 179번지 21호,33.8,02-3280-8301,한식
일반음식점,1985-03-14,MEAL&DRINK(밀앤드링크),서울특별시 동작구 노량진로8길 20 (노량진동),서울특별시 동작구 노량진동 261번지 4호,61.98,,호프/통닭
일반음식점,1994-01-21,한울갈비,서울특별시 동작구 동작대로1길 9 (사당동),서울특별시 동작구 사당동 1043번지 8호,165.3,02-583-4118,한식
일반음식점,1985-03-22,성상등갈비,서울특별시 동작구 신대방길 108 (신대방동),서울특별시 동작구 신대방동 591번지 13호,53.9,02-813-2354,한식
일반음식점,1985-12-28,오븐마루 사당점,서울특별시 동작구 동작대로7길 83 (사당동),서울특별시 동작구 사당동 1039번지 1호,66,02-584-1158,통닭(치킨)
일반음식점,1985-05-29,수산회관,"서울특별시 동작구 노들로 674, 지상2층 21호 (노량진동)",서울특별시 동작구 노량진동 13번지 6호,370.22,02-815-7979,일식
일반음식점,1985-05-21,금학횟집,"서울특별시 동작구 노들로 674, 2층 9호 (노량진동)",서울특별시 동작구 노량진동 13번지 6호 2층 9호,139.74,02-815-2682,회집
일반음식점,1985-09-26,잠꾸러기,서울특별시 동작구 흑석로9길 6 (흑석동),서울특별시 동작구 흑석동 190번지 5호,59.92,02-813-5882,경양식
일반음식점,1985-09-27,큐피드,서울특별시 동작구 사당로 18-1 (상도동),서울특별시 동작구 상도동 502번지,133.7,02-0812-4360,경양식
일반음식점,1993-09-08,엘(L),서울특별시 동작구 동작대로27길 8 (사당동),서울특별시 동작구 사당동 139번지 32호,46.96,02-0599-5037,한식
일반음식점,1985-02-09,연경,서울특별시 동작구 보라매로 82 (신대방동),서울특별시 동작구 신대방동 342번지 21호,28.12,02-823-0020,중국식
일반음식점,1985-11-26,서울가든,서울특별시 동작구 노량진로6길 6-5 (노량진동),서울특별시 동작구 노량진동 266번지 9호,125.46,02-813-9911,한식
일반음식점,1985-05-30,전주집,서울특별시 동작구 노량진로16길 12-14 (노량진동),서울특별시 동작구 노량진동 72번지 10호,21.09,,경양식
일반음식점,1986-11-04,꿀꾸랄라,서울특별시 동작구 만양로14길 4 (노량진동),서울특별시 동작구 노량진동 123번지 10호,44.17,02-815-9795,한식
일반음식점,1986-10-15,청운음식점,서울특별시 동작구 상도로67길 32 (상도동),서울특별시 동작구 상도동 505번지 7호,37.29,02-0816-1001,한식
일반음식점,1986-05-29,향백,서울특별시 동작구 국사봉1길 108 (상도동),서울특별시 동작구 상도동 294번지 5호,39.44,02-822-9968,중국식
일반음식점,1986-07-28,처갓집양념치킨 장승배기점,서울특별시 동작구 상도로30길 2 (상도동),서울특별시 동작구 상도동 373번지 72호,26.25,02-816-2007,통닭(치킨)
일반음식점,1986-04-10,성림식당,서울특별시 동작구 장승배기로 118-1 (노량진동),서울특별시 동작구 노량진동 309번지 18호,66.13,02-823-4222,분식
일반음식점,1986-05-12,맷돌이야기,서울특별시 동작구 동작대로27가길 41 (사당동),서울특별시 동작구 사당동 147번지 108호,67.64,02-592-2005,한식
일반음식점,1986-06-27,장충족발,서울특별시 동작구 노량진로16길 31 (노량진동),서울특별시 동작구 노량진동 119번지 64호,61.18,02-816-9824,한식
일반음식점,1986-04-14,동영,서울특별시 동작구 사당로30길 96 (사당동),서울특별시 동작구 사당동 1029번지 37호,19.37,02-586-0829,경양식
일반음식점,1986-10-23,앵커맨,서울특별시 동작구 동작대로7길 33 (사당동),서울특별시 동작구 사당동 1032번지 12호,22.88,02-0585-9978,경양식
일반음식점,1986-04-11,인디안,서울특별시 동작구 노량진로 148-3 (노량진동),서울특별시 동작구 노량진동 72번지 3호,97.19,02-0817-0603,경양식
일반음식점,1993-11-30,연래춘,서울특별시 동작구 상도로67길 32 (상도동),서울특별시 동작구 상도동 505번지 7호,110.69,02-816-2007,중국식
일반음식점,1986-09-12,경월매운탕,서울특별시 동작구 신대방길 112-4 (신대방동),서울특별시 동작구 신대방동 589번지 6호,47.81,02-832-6843,한식
일반음식점,1986-10-07,태원,서울특별시 동작구 등용로 81 (대방동),서울특별시 동작구 대방동 14번지 9호,91.18,02-817-5154,중국식
일반음식점,1987-11-17,장원,서울특별시 동작구 노량진로6길 6-3 (노량진동),서울특별시 동작구 노량진동 265번지 1호,47.3,02-816-9557,한식
일반음식점,1987-10-29,미성양꼬치,서울특별시 동작구 상도로 177 (상도동),서울특별시 동작구 상도동 365번지 1호,33.84,02-813-7818,한식
일반음식점,1987-03-21,우림,서울특별시 동작구 동작대로7길 28 (사당동),서울특별시 동작구 사당동 1033번지 34호,44.05,02-585-4415,한식
일반음식점,1987-12-12,미락식당,서울특별시 동작구 만양로16길 12 (노량진동),서울특별시 동작구 노량진동 119번지 148호,35.75,02-812-3711,한식
일반음식점,1987-08-26,큰집갈비생고기,서울특별시 동작구 상도로62길 25 (상도동),서울특별시 동작구 상도동 492번지 21호,74.43,,한식
일반음식점,1987-12-15,전주식당,서울특별시 동작구 성대로2길 3-2 (상도동),서울특별시 동작구 상도동 316번지 12호,34.8,02-820-7219,한식
일반음식점,1987-10-14,김밥사랑(노량진점),서울특별시 동작구 노량진로 110 (노량진동),서울특별시 동작구 노량진동 41번지 5호,37.56,02-815-0202,분식
일반음식점,1987-11-30,부자국밥,서울특별시 동작구 신대방11길 34 (신대방동),서울특별시 동작구 신대방동 685번지 7호,24.61,02-816-3941,분식
일반음식점,1987-11-26,진미닭갈비,서울특별시 동작구 장승배기로10길 8 (상도동),서울특별시 동작구 상도동 179번지 10호,29.56,02-815-3040,한식
일반음식점,1987-08-13,명동호프치킨,서울특별시 동작구 흑석로 87-1 (흑석동),서울특별시 동작구 흑석동 190번지 42호,64.71,02-821-3155,통닭(치킨)
일반음식점,1987-07-07,그내주(그날따라 내맘대로 주는대로),서울특별시 동작구 흑석로 111 (흑석동),서울특별시 동작구 흑석동 181번지 11호,126.78,02-815-6330,정종/대포집/소주방
일반음식점,1987-11-06,경산식당,서울특별시 동작구 장승배기로10가길 9 (상도동),서울특별시 동작구 상도동 175번지 2호,26.09,02-815-7119,한식
일반음식점,1987-11-13,마포숯불갈비,서울특별시 동작구 보라매로 112 (대방동),서울특별시 동작구 대방동 406번지 6호,128.17,02-821-3330,한식
일반음식점,1987-04-27,요거프레소 중앙대점,서울특별시 동작구 흑석로8길 1 (흑석동),서울특별시 동작구 흑석동 223번지 39호,28.5,02-821-3234,까페
일반음식점,1988-06-14,성대낙지,서울특별시 동작구 국사봉1길 4 (상도동),서울특별시 동작구 상도동 328번지 10호,17.28,02-816-4347,한식
일반음식점,1988-03-23,영동국수,서울특별시 동작구 만양로14길 44 (노량진동),서울특별시 동작구 노량진동 206번지 1호,23.87,02-812-4530,중국식
일반음식점,1988-12-22,곽반장,서울특별시 동작구 동작대로27가길 45 (사당동),서울특별시 동작구 사당동 147번지 75호,58.66,02-535-0257,한식
일반음식점,1994-01-18,병천순대,서울특별시 동작구 장승배기로27길 9-1 (노량진동),서울특별시 동작구 노량진동 243번지 11호,39.51,02-821-0507,한식
일반음식점,1994-01-17,백제231,서울특별시 동작구 사당로 231 (사당동),서울특별시 동작구 사당동 265번지 11호,210.49,02-537-0660,한식
일반음식점,1988-05-16,스시990,서울특별시 동작구 동작대로27길 12 (사당동),서울특별시 동작구 사당동 132번지 10호,29.75,02-593-0594,일식
일반음식점,1988-05-21,달비슬,서울특별시 동작구 서달로14길 12 (흑석동),서울특별시 동작구 흑석동 50번지 47호,90.89,02-816-8172,한식
일반음식점,1988-11-22,까똔,"서울특별시 동작구 여의대방로 22 (신대방동,지하28호)",서울특별시 동작구 신대방동 565번지 지하28호,20.33,02-844-6701,분식
일반음식점,1988-01-15,딕시랜드,,서울특별시 동작구 상도동 1번지 1호,61.21,02-0814-6774,패스트푸드
일반음식점,1988-10-17,이수곱창,서울특별시 동작구 동작대로27가길 6-4 (사당동),서울특별시 동작구 사당동 139번지 87호,57.99,,한식
일반음식점,1988-10-17,체리,서울특별시 동작구 사당로30길 100 (사당동),서울특별시 동작구 사당동 1029번지 38호,25,02-588-1373,경양식
일반음식점,1988-12-12,브라운필,"서울특별시 동작구 상도로37길 4, 지상1층 (상도1동)",,74,02-0817-3428,경양식
일반음식점,1988-08-18,포마토김밥,서울특별시 동작구 보라매로 106 (신대방동),서울특별시 동작구 신대방동 347번지 13호,45.64,02-821-5400,한식
일반음식점,1989-10-13,남도미가,서울특별시 동작구 노량진로12길 4-1 (노량진동),서울특별시 동작구 노량진동 40번지 30호,114.01,,한식
일반음식점,1989-08-29,봉구비어노량진2호점,서울특별시 동작구 노량진로8길 36 (노량진동),서울특별시 동작구 노량진동 258번지 40호,22.67,02-817-5529,호프/통닭
일반음식점,1989-07-19,추억의통치킨,서울특별시 동작구 동작대로7길 11 (사당동),서울특별시 동작구 사당동 1031번지 1호,33.56,02-586-8234,한식
일반음식점,1989-03-10,참풍년집 정육식당(1),서울특별시 동작구 상도로15길 143 (상도동),서울특별시 동작구 상도동 363번지 142호,55.17,02-813-7298,한식
일반음식점,1989-11-11,서호식당,서울특별시 동작구 장승배기로10길 17 (상도동),서울특별시 동작구 상도동 373번지 20호,14.34,02-812-3308,정종/대포집/소주방
일반음식점,1989-08-17,불난떡볶이 노량진점,서울특별시 동작구 노량진로8길 36 (노량진동),서울특별시 동작구 노량진동 258번지 40호,27.17,02-0825-4550,한식
일반음식점,1989-11-07,밀숲노량진역점,서울특별시 동작구 만양로14길 6-1 (노량진동),서울특별시 동작구 노량진동 123번지 8호,40.56,02-814-6934,호프/통닭
일반음식점,1989-06-19,한강호프,,서울특별시 동작구 흑석동 33번지 91호,24.3,02-812-5188,정종/대포집/소주방
일반음식점,1989-01-13,더샵,서울특별시 동작구 보라매로 99 (신대방동),서울특별시 동작구 신대방동 350번지 9호,60.66,02-814-5530,한식
일반음식점,1989-10-30,김밥타운,서울특별시 동작구 노량진로16길 10 (노량진동),서울특별시 동작구 노량진동 100번지 3호,22.8,02-824-4886,분식
일반음식점,1989-03-17,원조꼬끼오숯불통닭,서울특별시 동작구 서달로10길 6 (흑석동),서울특별시 동작구 흑석동 86번지 74호,22.44,02-815-2590,통닭(치킨)
일반음식점,1989-06-15,늘보리(장승배기점),서울특별시 동작구 상도로26길 4 (상도동),서울특별시 동작구 상도동 183번지 64호,99.74,02-822-6550,한식
일반음식점,1989-12-01,김가네김밥(노량진점),서울특별시 동작구 노량진로12길 12 (노량진동),서울특별시 동작구 노량진동 39번지 1호,19.56,02-817-2050,분식
일반음식점,1989-09-01,파라다이스,서울특별시 동작구 사당로 38 (상도동),서울특별시 동작구 상도동 506번지 10호,26.66,02-815-6119,기타
일반음식점,1989-07-31,싸움의고수,서울특별시 동작구 상도로63길 21 (상도동),서울특별시 동작구 상도동 504번지 8호,28.63,,한식
일반음식점,1989-02-28,레드발룬(Red Bulloon),서울특별시 동작구 흑석로9길 2 (흑석동),서울특별시 동작구 흑석동 190번지 18호,69.49,02-0824-3474,경양식
일반음식점,1989-12-14,동해안직판장,서울특별시 동작구 현충로 111 (흑석동),서울특별시 동작구 흑석동 10번지 현대(아)상가 2층,92.31,02-817-8100,회집
일반음식점,1989-05-16,동키치킨,,서울특별시 동작구 흑석동 10번지 6호 명수대상가A동 1층 동 6호호,25.2,02-817-1115,통닭(치킨)
일반음식점,1989-04-07,원조흥부왕족발,서울특별시 동작구 상도로15길 143 (상도동),서울특별시 동작구 상도동 363번지 142호,50.52,02-813-0373,한식
일반음식점,1989-10-14,머치모아,서울특별시 동작구 사당로 224-1 (사당동),서울특별시 동작구 사당동 265번지 32호,68.67,02-583-5105,정종/대포집/소주방
일반음식점,1989-11-23,갈채,서울특별시 동작구 사당로 230 (사당동),서울특별시 동작구 사당동 265번지 71호,49.92,02-583-2955,정종/대포집/소주방
일반음식점,1989-04-03,동화장,서울특별시 동작구 여의대방로24길 137 (대방동),서울특별시 동작구 대방동 407번지 39호,45.96,02-0832-3322,중국식
일반음식점,1989-11-03,마당쇠,서울특별시 동작구 노량진로8길 40 (노량진동),서울특별시 동작구 노량진동 258번지 42호,42.25,02-0816-3190,한식
일반음식점,1989-05-23,대왕대포,서울특별시 동작구 서달로10길 14 (흑석동),서울특별시 동작구 흑석동 96번지 2호,28.65,02-816-0665,한식
일반음식점,1989-05-16,물망초포차,"서울특별시 동작구 상도로22길 10, 1층 (상도동)",서울특별시 동작구 상도동 195번지 46호,27.04,02-842-9322,한식
일반음식점,1989-02-03,화르르,서울특별시 동작구 흑석로 111 (흑석동),서울특별시 동작구 흑석동 181번지 11호,24.84,02-815-7276,분식
일반음식점,1990-12-15,맛의 명가,서울특별시 동작구 사당로16가길 106 (사당동),서울특별시 동작구 사당동 224번지 72호,29.58,02-0521-5924,한식
일반음식점,1990-10-29,페리카나치킨,서울특별시 동작구 장승배기로19길 12 (노량진동),서울특별시 동작구 노량진동 306번지 5호,15.37,02-812-7989,통닭(치킨)
일반음식점,1990-05-25,BBQ치킨흑석점,서울특별시 동작구 서달로10길 8 (흑석동),서울특별시 동작구 흑석동 86번지 103호,43.72,02-822-8924,통닭(치킨)
일반음식점,1990-12-15,웅이네봉평메밀촌,서울특별시 동작구 여의대방로22길 132 (신대방동),서울특별시 동작구 신대방동 349번지 24호,55.58,,한식
일반음식점,1990-04-30,둘둘치킨,서울특별시 동작구 사당로 216 (사당동),서울특별시 동작구 사당동 254번지 6호,20.79,02-597-0530,통닭(치킨)
일반음식점,1990-07-31,황금오리,"서울특별시 동작구 신대방길 112-2 (신대방동, 지하1층)",서울특별시 동작구 신대방동 589번지 7호,35.16,02-841-0887,중국식
일반음식점,1993-09-09,청기와숯불갈비,서울특별시 동작구 노량진로 228 (본동),서울특별시 동작구 본동 400번지 0호,99.28,02-814-6511,한식
